Image,Points,Mean_Top_Error,Mean_Bottom_Error,Mean_Overall_Error,Max_Top_Error,Max_Bottom_Error
00271e61-86e3-453f-8101-fe906ae927eb.png,9,13.170755432514746,31.866912663387602,22.51883404795117,48.689007479833606,108.60927181043127
0035c7c8-30ad-454a-8daf-65120d52039c.png,16,67.39619371725092,63.769862956034785,65.58302833664285,197.64880236611305,207.38781621738872
00968060-90f7-4073-a4ad-4fe04066deb1.png,10,40.5651343036093,22.314695081764917,31.439914692687108,108.06892629242026,94.69475109845621
00a6ce88-7340-40fd-b17e-8abb9215933d.png,8,92.48999890852153,104.43344490067427,98.46172190459788,330.99847271687594,272.06819035350486
014d95e6-0ada-4849-a54f-a64982789f20.png,16,26.778399222055302,32.090625978371925,29.434512600213615,59.43261495589644,91.61155710328023
0160fd20-5ca8-4d40-8946-c2febd06bee3.png,9,28.08844467247953,20.4954473517654,24.291946012122462,140.66631318219197,54.73860410213342
01fb2e80-e9f3-4abe-93ab-e223acb62a9b.png,8,21.84548917901671,14.12691574094161,17.98620245997916,55.46133780631726,32.118228094466076
025ab96e-5c83-456f-8a3a-b63b19702234.png,8,51.89483780721203,52.77547336708332,52.335155587147675,113.9319692071287,113.9319692071287
0280a9da-de0c-44aa-bed1-2e13632c3e08.png,14,14.464868301739221,16.83515770142234,15.650013001580785,45.334492366001825,56.187878915940814
028f3cbb-5928-4b13-a1ae-63c598f19591.png,12,41.081173154119604,54.26461125608851,47.67289220510406,84.04581848292838,308.27529283160584
035b6e66-06fc-49f1-9474-7ee42dcf31f9.png,5,12.015125628498215,15.529814459541992,13.772470044020105,24.79286432473245,45.57974768481364
038f9110-b003-474d-b480-bfa3502a2a49.png,13,22.084987553308977,47.7792779226888,34.932132737998884,111.05285418266023,113.02055185717614
045a42a8-4893-4ca4-948f-f7b20dfe84de.png,10,83.02741144501985,34.32153396634917,58.6744727056845,385.1229985927845,55.877001407215516
057e1100-43c4-4160-afac-8fb3237278ef.png,5,401.98086381711335,513.4691673753235,457.7250155962185,722.8750842276309,722.8750842276299
06875c22-109b-44ef-9a04-bcb9f4d989b6.png,18,15.135858776127527,29.473667940564795,22.304763358346158,46.41482050573143,303.50157724762937
073aaf9e-bdaa-4b35-8b06-2b620aa92584.png,12,94.63498231496158,67.35593522482257,80.99545876989207,346.60918857101296,283.0293378202759
07ed6dc3-ca4b-43fa-b1be-e9151281c44c.png,18,44.10733471696348,32.67307837123777,38.390206544100614,185.06551492081235,80.93334513129889
08627366-7e97-4a92-8d6a-e5e8b66ebdaa.png,48,74.35922466840579,40.63635898159823,57.497791825002004,365.72393675775066,277.1694696561816
08886fb9-16bd-45e8-a674-ede29a253ce9.png,15,12.150382189926809,15.892679983177821,14.021531086552312,64.11388357973789,64.11388357973794
088fc8cd-722e-4b22-8f2a-14aea3cf1094.png,25,79.85323156829624,20.565389454906313,50.209310511601274,406.0272468430152,50.58035399723576
090db99b-b782-44a8-8bac-75bede162c82.png,6,17.452775572094918,22.71610240416212,20.08443898812852,36.452285509388446,59.75343501885442
0972ecd2-4cfa-4025-8b00-f2305e1e8bf5.png,10,87.02986988341601,54.495624093911545,70.76274698866378,314.79991389787057,115.22242328523447
0a18d4f7-5241-4dde-8b8b-38b7e25c5b4b.png,7,21.713610733512446,15.601657876397784,18.657634304955113,68.98630721112431,43.88192334932944
0ac7d365-2a94-4f67-bad4-b34b4605ddde.png,10,35.79904904321405,37.02521682166997,36.412132932442006,115.33904792360471,115.33904792360465
0aef7138-f016-499d-9d76-22375667037b.png,16,43.06620277600209,36.9864395598056,40.026321167903845,113.61640665368901,129.1595309136173
0af0ad7a-6383-4508-90d5-f8161ec72917.png,39,26.454179590678358,21.86999429416875,24.162086942423556,97.1009022075541,54.932102522897026
0bd2a986-cf54-47be-b40b-334d5f38fb6a.png,6,75.68581792042744,35.105577437872775,55.39569767915011,199.95701579778392,76.70356063755173
0ce60456-8a86-423f-ba97-582a1cd85f7a.png,21,23.048371091149846,23.585621026856913,23.31699605900338,80.78341367824584,88.72535293729669
0cfe73fe-4e80-4c9a-ba48-15c4eff7da56.png,14,85.20924120692955,65.4483116351639,75.32877642104673,393.1422891135321,312.6162788850974
0d2f5b58-f82d-4670-85ce-12014d3a8f64.png,54,68.40839849240267,79.45244304587708,73.93042076913987,358.4036217995441,385.73230358925866
0d385366-30cb-4b2b-ba20-75a9f669d092.png,17,22.905364206990562,16.8404846688155,19.872924437903038,59.948545580568975,65.46467705789604
0db5874c-cf6a-4a0f-bbb7-e6e093cd7e5f.png,5,85.11709292194662,74.71894547963322,79.91801920078993,262.9800130881023,245.69963956584076
0e6dd7e5-cb79-424c-8fea-b0793024741b.png,12,30.09882952949232,30.35976544114796,30.229297485320142,128.46404350162595,110.81627822593015
0ebd56de-50df-4c4c-98ab-9832aff6e063.png,9,31.663574394074374,19.288152531952612,25.475863463013493,125.79868300141828,45.74608356551232
